source	target	direction	stimulation	inhibition	sources	references
O60674	P40763	1	1	0	BioGRID;CancerCellMap;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;KEGG;KEGG-MEDICUS;MIMP;NCI-PID_ProtMapper;NetPath;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	BioGRID:21102457;BioGRID:27351213;BioGRID:9211920;CancerCellMap:15156153;CancerCellMap:15284024;HPRD-phos:10918587;HPRD-phos:11294897;HPRD-phos:11350938;HPRD-phos:11940572;HPRD-phos:12244095;HPRD-phos:12576423;HPRD-phos:12626508;HPRD-phos:14551213;HPRD-phos:16497976;HPRD-phos:17016520;HPRD-phos:17389395;HPRD-phos:19901323;HPRD-phos:8626374;HPRD:10918587;HPRD:10925297;HPRD:11294897;HPRD:11350938;HPRD:11940572;HPRD:12244095;HPRD:12576423;HPRD:12626508;HPRD:14551213;HPRD:8626374;InnateDB:15284024;KEA:10918587;KEA:11294897;KEA:11350938;KEA:11429593;KEA:11850821;KEA:11940572;KEA:12244095;KEA:12576423;KEA:12626508;KEA:14551213;KEA:15592455;KEA:8272872;KEA:8626374;KEA:9083098;KEA:9305919;KEA:9566874;KEA:9582023;NetPath:15156153;NetPath:15284024;NetPath:16306356;PhosphoSite:11803465;PhosphoSite:12075083;PhosphoSite:12626585;PhosphoSite:12637586;PhosphoSite:14701810;PhosphoSite:15077188;PhosphoSite:15151905;PhosphoSite:15615703;PhosphoSite:15786731;PhosphoSite:15950906;PhosphoSite:16319070;PhosphoSite:16469875;PhosphoSite:17360477;PhosphoSite:17565041;PhosphoSite:18498667;PhosphoSite:18718905;PhosphoSite:18939995;PhosphoSite:19147545;PhosphoSite:19159681;PhosphoSite:20455003;PhosphoSite:20826784;PhosphoSite:21098725;PhosphoSite:21166956;PhosphoSite:21481791;PhosphoSite:21575192;PhosphoSite:22153071;PhosphoSite:22306293;PhosphoSite:23906537;PhosphoSite:24316223;PhosphoSite:24793791;PhosphoSite:25915428;PhosphoSite:25962054;PhosphoSite:26008966;PhosphoSite:26175413;PhosphoSite:26307676;PhosphoSite:26675255;PhosphoSite:26699492;PhosphoSite:26787900;PhosphoSite:27086926;PhosphoSite:27181202;PhosphoSite:27344175;PhosphoSite:27748760;PhosphoSite:27941883;PhosphoSite:29162862;PhosphoSite:8626374;ProtMapper:10207096;ProtMapper:11940572;ProtMapper:12529382;ProtMapper:15322111;ProtMapper:18525315;ProtMapper:21285325;ProtMapper:23166634;ProtMapper:24501689;ProtMapper:25986861;ProtMapper:26188635;ProtMapper:28827891;ProtMapper:28978186;ProtMapper:29290793;ProtMapper:29449694;ProtMapper:9575217;SIGNOR:9575217;SPIKE:12595539;SignaLink3:10918587;SignaLink3:10925297;SignaLink3:11294897;SignaLink3:11350938;SignaLink3:11445068;SignaLink3:11940572;SignaLink3:12244095;SignaLink3:12576423;SignaLink3:12626508;SignaLink3:14551213;SignaLink3:18988627;SignaLink3:19834108;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:8626374;iPTMnet:10918587;iPTMnet:11294897;iPTMnet:11350938;iPTMnet:11940572;iPTMnet:12244095;iPTMnet:12576423;iPTMnet:12626508;iPTMnet:14551213;iPTMnet:16497976;iPTMnet:17016520;iPTMnet:17389395;iPTMnet:19901323;iPTMnet:8626374;iPTMnet:9575217;iPTMnet:9582023;phosphoELM:9582023
P19838	P41279	1	0	1	BioGRID;CancerCellMap;HPRD;InnateDB;IntAct;KEGG;Lit-BM-17;NetPath;PhosphoPoint;ProtMapper;REACH_ProtMapper;SIGNOR;SPIKE;Wang	BioGRID:18270204;CancerCellMap:9950430;HPRD:16291755;HPRD:9950430;InnateDB:15169888;IntAct:12832462;IntAct:14743216;IntAct:21988832;Lit-BM-17:12832462;Lit-BM-17:14743216;Lit-BM-17:15169888;Lit-BM-17:16291755;Lit-BM-17:21988832;Lit-BM-17:25609649;Lit-BM-17:25852190;Lit-BM-17:9950430;NetPath:9950430;ProtMapper:23557442;SIGNOR:22435554;SPIKE:12832462
P41279	P19838	1	0	0	BioGRID;CancerCellMap;HPRD;InnateDB;IntAct;KEGG;Lit-BM-17;NetPath;PhosphoPoint;Wang	BioGRID:18270204;CancerCellMap:9950430;HPRD:16291755;HPRD:9950430;InnateDB:15169888;IntAct:12832462;IntAct:14743216;IntAct:21988832;Lit-BM-17:12832462;Lit-BM-17:14743216;Lit-BM-17:15169888;Lit-BM-17:16291755;Lit-BM-17:21988832;Lit-BM-17:25609649;Lit-BM-17:25852190;Lit-BM-17:9950430;NetPath:9950430
O14920	O43318	1	0	0	BioGRID;HPRD;InnateDB;KEGG;NetPath;PhosphoPoint;Wang	BioGRID:18316610;HPRD:10022904;HPRD:10195894;HPRD:10779355;HPRD:11460167;HPRD:9689078;InnateDB:10187861;InnateDB:10807933;InnateDB:11460167;NetPath:12547194
O43318	O14920	1	1	0	BioGRID;HPRD;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;KEGG;MIMP;Macrophage;NetPath;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP	BioGRID:18316610;HPRD:10022904;HPRD:10195894;HPRD:10779355;HPRD:11460167;HPRD:9689078;InnateDB:10187861;InnateDB:10807933;InnateDB:11460167;KEA:10022904;KEA:10195894;KEA:10779355;KEA:11460167;KEA:9689078;Macrophage:10094049;Macrophage:10187861;Macrophage:10195894;Macrophage:10837071;Macrophage:11129660;Macrophage:11460167;Macrophage:12547194;Macrophage:14530355;Macrophage:15214841;Macrophage:15327770;Macrophage:15502405;Macrophage:15620648;Macrophage:15691841;Macrophage:15836773;Macrophage:16186825;Macrophage:16260493;Macrophage:16493424;Macrophage:17965022;NetPath:12547194;ProtMapper:11460167;ProtMapper:24911653;ProtMapper:25195736;ProtMapper:25659581;ProtMapper:28159912;ProtMapper:28475177;ProtMapper:29748387;SIGNOR:11460167;SIGNOR:19632174;SPIKE:16006187;iPTMnet:10022904;iPTMnet:10195894;iPTMnet:10779355;iPTMnet:11460167;iPTMnet:9689078
O14763	Q13546	1	1	0	HPRD;KEGG;PhosphoPoint;SPIKE;Wang	HPRD:9430227;SPIKE:9430227
Q12933	Q13490	1	0	0	CancerCellMap;HPRD;HuRI;InnateDB;IntAct;KEGG;Lit-BM-17;NetPath;SIGNOR;SPIKE;Wang	CancerCellMap:8548810;HPRD:11907583;HPRD:16282325;HPRD:18997794;HPRD:8643514;HPRD:9384571;InnateDB:16263936;InnateDB:16282325;InnateDB:16891304;InnateDB:21653699;InnateDB:21903422;IntAct:16189514;IntAct:16282325;IntAct:21988832;IntAct:25241761;Lit-BM-17:10753917;Lit-BM-17:11181075;Lit-BM-17:11907583;Lit-BM-17:15861135;Lit-BM-17:16263936;Lit-BM-17:16282325;Lit-BM-17:16891304;Lit-BM-17:19506082;Lit-BM-17:19584093;Lit-BM-17:19815541;Lit-BM-17:20184394;Lit-BM-17:20348096;Lit-BM-17:20447407;Lit-BM-17:20562859;Lit-BM-17:21331077;Lit-BM-17:21653699;Lit-BM-17:21903422;Lit-BM-17:21988832;Lit-BM-17:23007157;Lit-BM-17:23524849;Lit-BM-17:24276241;Lit-BM-17:25241761;Lit-BM-17:25681446;Lit-BM-17:25716317;Lit-BM-17:25882049;Lit-BM-17:8548810;Lit-BM-17:8643514;Lit-BM-17:8943045;Lit-BM-17:9384571;NetPath:12887920;NetPath:8943045;SIGNOR:18621737;SIGNOR:8548810;SPIKE:18981220
Q13490	Q12933	1	0	1	CancerCellMap;HPRD;HuRI;InnateDB;IntAct;KEGG;Lit-BM-17;NetPath;SIGNOR;SPIKE;Wang	CancerCellMap:11907583;CancerCellMap:8548810;HPRD:11907583;HPRD:16282325;HPRD:18997794;HPRD:8643514;HPRD:9384571;InnateDB:16263936;InnateDB:16282325;InnateDB:16891304;InnateDB:21653699;InnateDB:21903422;IntAct:16189514;IntAct:16282325;IntAct:21988832;IntAct:25241761;Lit-BM-17:10753917;Lit-BM-17:11181075;Lit-BM-17:11907583;Lit-BM-17:15861135;Lit-BM-17:16263936;Lit-BM-17:16282325;Lit-BM-17:16891304;Lit-BM-17:19506082;Lit-BM-17:19584093;Lit-BM-17:19815541;Lit-BM-17:20184394;Lit-BM-17:20348096;Lit-BM-17:20447407;Lit-BM-17:20562859;Lit-BM-17:21331077;Lit-BM-17:21653699;Lit-BM-17:21903422;Lit-BM-17:21988832;Lit-BM-17:23007157;Lit-BM-17:23524849;Lit-BM-17:24276241;Lit-BM-17:25241761;Lit-BM-17:25681446;Lit-BM-17:25716317;Lit-BM-17:25882049;Lit-BM-17:8548810;Lit-BM-17:8643514;Lit-BM-17:8943045;Lit-BM-17:9384571;NetPath:12887920;NetPath:8943045;SIGNOR:18621737;SIGNOR:18997794;SIGNOR:20651737;SIGNOR:8548810;SPIKE:11907583;SPIKE:18981220
P29466	Q9ULZ3	1	0	1	HPRD;InnateDB;IntAct;KEGG;Lit-BM-17;Macrophage;SPIKE;Wang	HPRD:11967258;HPRD:12019269;HPRD:12191486;InnateDB:11967258;InnateDB:14634131;InnateDB:16585594;InnateDB:19337385;InnateDB:21385879;InnateDB:24803432;IntAct:24630722;IntAct:25605870;Lit-BM-17:24630722;Lit-BM-17:25605870;Lit-BM-17:26121674;Macrophage:11051551;Macrophage:11432859;Macrophage:11536016;Macrophage:15383541;SPIKE:12191486
Q9ULZ3	P29466	1	0	0	HPRD;InnateDB;IntAct;KEGG;Lit-BM-17;SPIKE;Wang	HPRD:11967258;HPRD:12019269;HPRD:12191486;InnateDB:11967258;InnateDB:14634131;InnateDB:16585594;InnateDB:19337385;InnateDB:21385879;InnateDB:24803432;IntAct:24630722;IntAct:25605870;Lit-BM-17:24630722;Lit-BM-17:25605870;Lit-BM-17:26121674;SPIKE:12191486
P06213	Q9Y4H2	1	1	0	CA1;ELM;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;KEGG;Kinexus_KEA;Lit-BM-17;MIMP;NetworKIN_KEA;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR_ProtMapper;SPIKE;SignaLink3;Wang;dbPTM;iPTMnet;phosphoELM_KEA	CA1:7526222;CA1:7675087;CA1:9195949;ELM:7537849;ELM:8626723;HPRD-phos:19901323;HPRD-phos:9195949;HPRD:8626379;HPRD:8662806;HPRD:9195949;KEA:17570479;KEA:9195949;Lit-BM-17:8626379;Lit-BM-17:8662806;ProtMapper:9195949;SPIKE:11584304;SignaLink3:12101187;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:8626379;SignaLink3:8662806;SignaLink3:9195949;dbPTM:18083107;dbPTM:19534553;iPTMnet:19901323;iPTMnet:9195949
Q12933	Q99558	1	1	0	CancerCellMap;DIP;HPRD;InnateDB;IntAct;KEGG;Lit-BM-17;Macrophage;NetPath;PhosphoPoint;SIGNOR;SPIKE;Wang	CancerCellMap:9020361;CancerCellMap:9275204;CancerCellMap:9334169;DIP:9020361;HPRD:11278268;HPRD:15084608;HPRD:18997792;HPRD:9020361;InnateDB:15084608;IntAct:25416956;IntAct:9020361;Lit-BM-17:11278268;Lit-BM-17:15084608;Lit-BM-17:20184394;Lit-BM-17:20348096;Lit-BM-17:20385093;Lit-BM-17:23543740;Lit-BM-17:25246529;Lit-BM-17:9020361;Lit-BM-17:9275204;Macrophage:9275204;NetPath:9275204;SIGNOR:20651737;SIGNOR:9020361;SPIKE:9275204
O00206	Q86XR7	1	1	0	HPRD;InnateDB;IntAct;KEGG;KEGG-MEDICUS;Lit-BM-17;SIGNOR;SPIKE;Wang	HPRD:14517278;HPRD:14519765;HPRD:14556004;InnateDB:21829704;InnateDB:21903422;InnateDB:22139835;InnateDB:24265315;IntAct:17258210;IntAct:21903422;Lit-BM-17:17258210;Lit-BM-17:18221795;Lit-BM-17:21903422;Lit-BM-17:25736436;SIGNOR:18221795;SIGNOR:20404851;SPIKE:16410796
Q86XR7	Q8IUC6	1	1	0	HPRD;InnateDB;KEGG;KEGG-MEDICUS;SIGNOR;SPIKE;Wang	HPRD:12721283;HPRD:14519765;InnateDB:24255114;SIGNOR:14519765;SPIKE:16410796
Q9Y4K3	O43318	1	1	0	ACSN;BioGRID;HPRD;InnateDB;IntAct;KEGG;KEGG-MEDICUS;Lit-BM-17;Macrophage;NetPath;PhosphoPoint;SIGNOR;SPIKE;Wang	ACSN:18758450;ACSN:18922473;BioGRID:22637723;BioGRID:22649194;BioGRID:24558484;BioGRID:28024152;HPRD:10094049;HPRD:18758450;InnateDB:10882101;InnateDB:10921914;InnateDB:11259596;InnateDB:11809792;InnateDB:12609980;InnateDB:14633987;InnateDB:16517750;InnateDB:19232515;IntAct:19820695;Lit-BM-17:10094049;Lit-BM-17:10882101;Lit-BM-17:10921914;Lit-BM-17:11259596;Lit-BM-17:11518704;Lit-BM-17:12242293;Lit-BM-17:12496252;Lit-BM-17:12609980;Lit-BM-17:14633987;Lit-BM-17:16517750;Lit-BM-17:18758450;Lit-BM-17:19112497;Lit-BM-17:19232515;Lit-BM-17:19521662;Lit-BM-17:19675569;Lit-BM-17:19820695;Lit-BM-17:19843958;Lit-BM-17:21822258;Lit-BM-17:22643835;Lit-BM-17:22851693;Lit-BM-17:22924441;Lit-BM-17:24434549;Lit-BM-17:25963657;Lit-BM-17:26038599;Lit-BM-17:27249171;Lit-BM-17:27501752;Macrophage:10702308;Macrophage:17079228;Macrophage:17947236;Macrophage:17965022;NetPath:10094049;NetPath:11809792;NetPath:12242293;NetPath:18922473;NetPath:19232515;NetPath:19843958;SIGNOR:18758450;SPIKE:16410796;SPIKE:17145710;SPIKE:19232515;SPIKE:21245467
Q99836	Q9NWZ3	1	1	0	DIP;HPRD;InnateDB;IntAct;KEGG;KEGG-MEDICUS;Lit-BM-17;NetPath;PhosphoPoint;SIGNOR;SPIKE;Wang	DIP:20485341;DIP:24316379;HPRD:11960013;InnateDB:11960013;InnateDB:12150927;InnateDB:12860405;InnateDB:15084582;InnateDB:15905496;InnateDB:17486091;InnateDB:19167362;InnateDB:20485341;InnateDB:20966070;IntAct:12860405;IntAct:20485341;IntAct:24316379;IntAct:25502805;IntAct:25910212;IntAct:26871637;IntAct:31515488;Lit-BM-17:11960013;Lit-BM-17:12538665;Lit-BM-17:12860405;Lit-BM-17:17548806;Lit-BM-17:18221795;Lit-BM-17:22011580;Lit-BM-17:24735611;NetPath:17507369;SIGNOR:12297423;SIGNOR:17548806;SPIKE:16410796
P04637	P10415	1	0	1	HPRD;KEGG;SIGNOR;SPIKE;Wang	HPRD:12667443;SIGNOR:19007744;SPIKE:11313951;SPIKE:19555669;SPIKE:8205530
P10415	P04637	1	0	0	HPRD;KEGG;Wang	HPRD:12667443
O15519	Q9NT62	1	0	1	InnateDB;KEGG;SPIKE	InnateDB:19838173;SPIKE:19838173
O15169	P49841	1	0	0	BioGRID;CancerCellMap;ELM;HPRD;IntAct;KEGG;Lit-BM-17;Macrophage;NetPath;SPIKE	BioGRID:10330403;BioGRID:14734535;BioGRID:17318175;BioGRID:22270359;CancerCellMap:10228155;CancerCellMap:10535959;CancerCellMap:9501208;ELM:12554650;ELM:20043192;HPRD:10488109;HPRD:10581160;HPRD:17318175;HPRD:9482734;HPRD:9734785;IntAct:10481074;IntAct:11738041;IntAct:17318191;IntAct:17601533;IntAct:19202075;IntAct:19303846;IntAct:19759537;IntAct:21242974;IntAct:21988832;IntAct:25241761;Lit-BM-17:10228155;Lit-BM-17:10481074;Lit-BM-17:11738041;Lit-BM-17:12511557;Lit-BM-17:12584189;Lit-BM-17:16199882;Lit-BM-17:16293724;Lit-BM-17:16890161;Lit-BM-17:17318175;Lit-BM-17:17318191;Lit-BM-17:17601533;Lit-BM-17:18593713;Lit-BM-17:18632848;Lit-BM-17:19131971;Lit-BM-17:19202075;Lit-BM-17:19303846;Lit-BM-17:20128690;Lit-BM-17:21242974;Lit-BM-17:21502811;Lit-BM-17:21988832;Lit-BM-17:22270359;Lit-BM-17:22509369;Lit-BM-17:22613765;Lit-BM-17:22682247;Lit-BM-17:22773187;Lit-BM-17:23455922;Lit-BM-17:23602568;Lit-BM-17:23959799;Lit-BM-17:24451375;Lit-BM-17:24976009;Lit-BM-17:25241761;Lit-BM-17:26496610;Lit-BM-17:26912724;Lit-BM-17:9734785;Macrophage:9554852;NetPath:10228155;NetPath:10428961;NetPath:11278246;NetPath:9501208;SPIKE:12554650;SPIKE:14734535;SPIKE:16568235;SPIKE:17318191;SPIKE:9601641;SPIKE:9734785
P49841	O15169	1	1	0	ACSN;BioGRID;CancerCellMap;ELM;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;IntAct;KEA;KEGG;Lit-BM-17;MIMP;Macrophage;NetPath;NetworKIN_KEA;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Wang;iPTMnet;phosphoELM_KEA	ACSN:10421629;ACSN:10581160;ACSN:11487578;ACSN:11967263;ACSN:12554650;ACSN:14663202;ACSN:15020233;ACSN:15327768;ACSN:15465828;ACSN:16944320;ACSN:17318175;ACSN:8524413;ACSN:8638126;ACSN:9832503;BioGRID:10330403;BioGRID:14734535;BioGRID:17318175;BioGRID:22270359;CancerCellMap:10228155;CancerCellMap:10535959;CancerCellMap:9501208;ELM:12554650;ELM:20043192;HPRD-phos:10581160;HPRD:10488109;HPRD:10581160;HPRD:17318175;HPRD:9482734;HPRD:9734785;IntAct:10481074;IntAct:11738041;IntAct:17318191;IntAct:17601533;IntAct:19202075;IntAct:19303846;IntAct:19759537;IntAct:21242974;IntAct:21988832;IntAct:25241761;KEA:10581160;KEA:17570479;Lit-BM-17:10228155;Lit-BM-17:10481074;Lit-BM-17:11738041;Lit-BM-17:12511557;Lit-BM-17:12584189;Lit-BM-17:16199882;Lit-BM-17:16293724;Lit-BM-17:16890161;Lit-BM-17:17318175;Lit-BM-17:17318191;Lit-BM-17:17601533;Lit-BM-17:18593713;Lit-BM-17:18632848;Lit-BM-17:19131971;Lit-BM-17:19202075;Lit-BM-17:19303846;Lit-BM-17:20128690;Lit-BM-17:21242974;Lit-BM-17:21502811;Lit-BM-17:21988832;Lit-BM-17:22270359;Lit-BM-17:22509369;Lit-BM-17:22613765;Lit-BM-17:22682247;Lit-BM-17:22773187;Lit-BM-17:23455922;Lit-BM-17:23602568;Lit-BM-17:23959799;Lit-BM-17:24451375;Lit-BM-17:24976009;Lit-BM-17:25241761;Lit-BM-17:26496610;Lit-BM-17:26912724;Lit-BM-17:9734785;Macrophage:9554852;NetPath:10228155;NetPath:10428961;NetPath:11278246;NetPath:9501208;ProtMapper:10581160;SIGNOR:10318824;SIGNOR:10581160;SIGNOR:23579495;SIGNOR:9734785;SPIKE:12554650;SPIKE:14734535;SPIKE:16568235;SPIKE:17318191;SPIKE:9601641;SPIKE:9734785;SignaLink3:10318824;SignaLink3:10488109;SignaLink3:10581160;SignaLink3:12511557;SignaLink3:16199882;SignaLink3:17318175;SignaLink3:18632848;SignaLink3:19131971;SignaLink3:21242974;SignaLink3:21502811;SignaLink3:23331499;SignaLink3:9482734;SignaLink3:9734785;iPTMnet:10581160
P04637	P60484	1	1	0	ACSN;BioGRID;HPRD;KEGG;SPIKE;Wang	ACSN:17409411;ACSN:17823410;ACSN:18172008;ACSN:21336307;ACSN:21483453;ACSN:21518799;BioGRID:18339852;HPRD:12620407;SPIKE:18431400
P49841	P24385	1	0	1	ACSN;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;KEGG;Kinexus_KEA;MIMP;NetworKIN_KEA;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_KEA;phosphoELM_MIMP	ACSN:10385618;ACSN:10486203;ACSN:11124803;ACSN:11152665;ACSN:11967263;ACSN:12459251;ACSN:12615961;ACSN:12969793;ACSN:14536078;ACSN:14663202;ACSN:15020233;ACSN:15465828;ACSN:16039586;ACSN:16732330;ACSN:16944320;ACSN:18167338;ACSN:19757160;ACSN:20537194;ACSN:8524413;ACSN:9832503;HPRD-phos:10910956;HPRD-phos:9832503;HPRD:10910956;HPRD:9832503;KEA:10766840;KEA:10910956;KEA:11124803;KEA:15075324;KEA:16103118;KEA:17570479;KEA:9832503;ProtMapper:10766840;ProtMapper:10929713;ProtMapper:11124803;ProtMapper:11311237;ProtMapper:12413951;ProtMapper:14597415;ProtMapper:15075324;ProtMapper:16504004;ProtMapper:17046823;ProtMapper:17070615;ProtMapper:18328826;ProtMapper:18598945;ProtMapper:18769147;ProtMapper:18818515;ProtMapper:19071090;ProtMapper:19374252;ProtMapper:19645770;ProtMapper:19767775;ProtMapper:20548028;ProtMapper:21317297;ProtMapper:21347341;ProtMapper:22099186;ProtMapper:22470469;ProtMapper:22922870;ProtMapper:23552696;ProtMapper:23565238;ProtMapper:23733133;ProtMapper:24134204;ProtMapper:25142862;ProtMapper:25591548;ProtMapper:26121043;ProtMapper:26432751;ProtMapper:26907733;ProtMapper:27546592;ProtMapper:27695879;ProtMapper:28090171;ProtMapper:29054680;ProtMapper:29554905;ProtMapper:29969496;ProtMapper:30736789;ProtMapper:9832503;SIGNOR:16504004;SIGNOR:23552696;SIGNOR:9832503;SPIKE:12459251;SPIKE:16732330;SPIKE:18319725;SPIKE:9832503;iPTMnet:10910956;iPTMnet:16504004;iPTMnet:17046823;iPTMnet:23552696;iPTMnet:9832503
P49841	P01106	1	0	1	ACSN;BEL-Large-Corpus_ProtMapper;ELM;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;KEGG;MIMP;NetworKIN_KEA;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	ACSN:10671551;ACSN:11274345;ACSN:12040186;ACSN:12615961;ACSN:16039586;ACSN:16371461;ACSN:16611981;ACSN:17052453;ACSN:17444818;ACSN:18455992;ACSN:19575820;ACSN:19797085;ACSN:20080742;ACSN:20537194;ELM:14563837;HPRD-phos:18669648;HPRD-phos:19651622;HPRD-phos:20068231;HPRD-phos:2663470;HPRD:11877389;HPRD:16247449;HPRD:8247524;KEA:11018017;KEA:11877389;KEA:14563837;KEA:15150404;KEA:17081983;KEA:17570479;KEA:2663470;KEA:8247524;ProtMapper:11018017;ProtMapper:14563837;ProtMapper:15212693;ProtMapper:16023596;ProtMapper:16855632;ProtMapper:18408012;ProtMapper:18463697;ProtMapper:18679417;ProtMapper:20604938;ProtMapper:21113395;ProtMapper:21646472;ProtMapper:22461507;ProtMapper:22481935;ProtMapper:22893788;ProtMapper:23668310;ProtMapper:23964270;ProtMapper:24265759;ProtMapper:24662831;ProtMapper:25333250;ProtMapper:25647305;ProtMapper:26751215;ProtMapper:27684546;ProtMapper:29229669;ProtMapper:29258530;ProtMapper:30003124;ProtMapper:30037819;ProtMapper:30134175;SIGNOR:14563837;SIGNOR:16023596;SPIKE:20399964;SignaLink3:11018017;SignaLink3:14563837;SignaLink3:19131971;SignaLink3:21071413;SignaLink3:23331499;iPTMnet:14563837;iPTMnet:16023596;iPTMnet:18669648;iPTMnet:19651622;iPTMnet:20068231;iPTMnet:2663470;phosphoELM:14563837
O60602	Q99836	1	1	0	HPRD;InnateDB;KEGG;Lit-BM-17;Macrophage;SPIKE;Wang	HPRD:16482509;InnateDB:16482509;InnateDB:16644730;InnateDB:20855887;Lit-BM-17:15107846;Lit-BM-17:17583698;Macrophage:16644730;SPIKE:16410796
P29466	P01584	1	1	0	BioGRID;DIP;HPRD;HPRD-phos;InnateDB;KEGG;KEGG-MEDICUS;SPIKE;Wang	BioGRID:28147281;BioGRID:7642516;DIP:19439663;DIP:8999548;HPRD-phos:1919001;HPRD-phos:7797510;HPRD:1919001;HPRD:7797510;InnateDB:19439663;InnateDB:9121587;SPIKE:17039247
P29466	Q14116	1	1	0	HPRD;InnateDB;KEGG;KEGG-MEDICUS;SPIKE;Wang	HPRD:9334240;InnateDB:15326478;InnateDB:22270365;InnateDB:9121587;InnateDB:9334240;SPIKE:17039247
P55957	Q16611	1	1	0	ACSN;DIP;HPRD;IntAct;KEGG;KEGG-MEDICUS;SIGNOR;SPIKE;Wang	ACSN:10950869;DIP:23604079;HPRD:10950869;IntAct:12624108;IntAct:23604079;IntAct:23782464;SIGNOR:11175253;SIGNOR:12242151;SIGNOR:17289999;SPIKE:10950869
P55957	Q07812	1	1	0	ACSN;CA1;HPRD;IntAct;KEGG;KEGG-MEDICUS;Lit-BM-17;NetPath;SIGNOR;SPIKE;Wang	ACSN:14730312;ACSN:19062087;ACSN:19968986;CA1:8918887;HPRD:15574335;IntAct:17289999;IntAct:20956295;IntAct:23374347;IntAct:25241761;Lit-BM-17:17289999;Lit-BM-17:23374347;Lit-BM-17:25241761;NetPath:17520191;SIGNOR:10629050;SIGNOR:12242151;SIGNOR:15574335;SIGNOR:17289999;SPIKE:15574335
P45983	P35568	1	0	1	Adhesome;BEL-Large-Corpus_ProtMapper;ELM;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;KEGG;Kinexus_KEA;Lit-BM-17;MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;Sparser_ProtMapper;iPTMnet;phosphoELM_KEA;phosphoELM_MIMP	Adhesome:10592173;Adhesome:10722755;Adhesome:11606564;Adhesome:16055440;ELM:26538579;HPRD-phos:10722755;HPRD-phos:11606564;HPRD-phos:12351658;HPRD:10722755;HPRD:11606564;HPRD:12351658;HPRD:12417588;KEA:10722755;KEA:11606564;KEA:12351658;KEA:15199052;KEA:15613682;Lit-BM-17:10722755;Lit-BM-17:11606564;ProtMapper:11606564;ProtMapper:12409308;ProtMapper:12510059;ProtMapper:14579029;ProtMapper:15001544;ProtMapper:15212693;ProtMapper:18728222;ProtMapper:26882989;ProtMapper:29207597;SIGNOR:12510059;SIGNOR:14579029;SIGNOR:18728222;SPIKE:10722755;SPIKE:15314024;iPTMnet:10722755;iPTMnet:11606564;iPTMnet:12351658;iPTMnet:12510059;iPTMnet:14579029;iPTMnet:18728222
